date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:38:22	107528/107528	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202019%2005:35:02%20GMT	https://www.cymolthemes.com/html/raxena/index.html	C:/Mis%20lugares%20Web/raxenal/www.cymolthemes.com/html/raxena/index.html	(from )
00:38:22	462/462	---M-Z	404	error ('Not%20Found')	text/html	etag:%2294000d-2ea-58d6ada5a9bc9;5995eae8e3cd4-gzip%22	https://www.cymolthemes.com/robots.txt		(from )
00:38:22	2877/2877	---M--	200	added ('OK')	image/png	etag:%2212a00105-b3d-5987a3aba8acd%22	https://www.cymolthemes.com/html/raxena/images/favicon.png	C:/Mis%20lugares%20Web/raxenal/www.cymolthemes.com/html/raxena/images/favicon.png	(from https://www.cymolthemes.com/html/raxena/index.html)
00:38:23	140938/140938	---M--	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2005:35:50%20GMT	https://www.cymolthemes.com/html/raxena/css/bootstrap.min.css	C:/Mis%20lugares%20Web/raxenal/www.cymolthemes.com/html/raxena/css/bootstrap.min.css	(from https://www.cymolthemes.com/html/raxena/index.html)
00:38:23	70173/70173	---M--	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2005:35:48%20GMT	https://www.cymolthemes.com/html/raxena/css/animate.css	C:/Mis%20lugares%20Web/raxenal/www.cymolthemes.com/html/raxena/css/animate.css	(from https://www.cymolthemes.com/html/raxena/index.html)
00:38:23	8641/8641	---M--	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2005:35:54%20GMT	https://www.cymolthemes.com/html/raxena/css/owl.carousel.css	C:/Mis%20lugares%20Web/raxenal/www.cymolthemes.com/html/raxena/css/owl.carousel.css	(from https://www.cymolthemes.com/html/raxena/index.html)
00:38:24	37415/37415	---M--	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2005:35:52%20GMT	https://www.cymolthemes.com/html/raxena/css/font-awesome.css	C:/Mis%20lugares%20Web/raxenal/www.cymolthemes.com/html/raxena/css/font-awesome.css	(from https://www.cymolthemes.com/html/raxena/index.html)
00:38:24	16451/16451	---M--	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2005:35:58%20GMT	https://www.cymolthemes.com/html/raxena/css/themify-icons.css	C:/Mis%20lugares%20Web/raxenal/www.cymolthemes.com/html/raxena/css/themify-icons.css	(from https://www.cymolthemes.com/html/raxena/index.html)
00:38:24	3233/3233	---M--	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2005:35:50%20GMT	https://www.cymolthemes.com/html/raxena/css/flaticon.css	C:/Mis%20lugares%20Web/raxenal/www.cymolthemes.com/html/raxena/css/flaticon.css	(from https://www.cymolthemes.com/html/raxena/index.html)
00:38:25	100409/100409	---M--	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2005:35:53%20GMT	https://www.cymolthemes.com/html/raxena/css/fontello.css	C:/Mis%20lugares%20Web/raxenal/www.cymolthemes.com/html/raxena/css/fontello.css	(from https://www.cymolthemes.com/html/raxena/index.html)
